Employee_ID,Department_ID,Role_ID,Education_ID,Age,Job_Tenure,Distance_From_Home,Training_Hours,Performance_Rating,Last_Promotion_Year,Years_Since_Promotion,Work_Life_Balance,Job_Satisfaction,Exit_Interview_Score,Attrition_Risk_Score,Attrition_Flag,Salary_Band,Tenure_Bucket,Age_Group,Distance_Band,Promo_Gap_Bucket,Risk_Segment,Performance_Category,Satisfaction_Category,WLB_Category,Exit_Score_Category,Gender_Clean,Marital_Status
123,4,4,2,56,20,36,126,3,2017,7,1,4,,2.872,0,Band 4 – High,11–20 yrs,55+,Far (26–50 km),6–8 yrs,Medium Risk,Average,High,Very Poor,N/A (Still Employed),Male,Married
124,1,2,3,52,11,17,13,2,2021,3,4,4,,2.084,0,Band 2 – Mid-Low,11–20 yrs,46–55,Medium (11–25 km),3–5 yrs,Low Risk,Below Average,High,Good,N/A (Still Employed),Non-Binary / Other,Married
125,1,2,3,58,14,17,52,1,2015,9,2,4,,3.084,0,Band 3 – Mid-High,11–20 yrs,55+,Medium (11–25 km),9–12 yrs,High Risk,Needs Improvement,High,Poor,N/A (Still Employed),Female,Single
126,6,5,3,37,15,25,40,3,2018,6,3,5,,2.0,0,Band 3 – Mid-High,11–20 yrs,36–45,Medium (11–25 km),6–8 yrs,Low Risk,Average,Very High,Fair,N/A (Still Employed),Female,Single
127,5,1,1,52,15,42,117,4,2024,0,1,4,,2.334,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),0–2 yrs,Low Risk,Good,High,Very Poor,N/A (Still Employed),Female,Married
128,1,2,3,41,14,11,77,5,2020,4,4,2,,2.122,0,Band 4 – High,11–20 yrs,36–45,Medium (11–25 km),3–5 yrs,Low Risk,Outstanding,Low,Good,N/A (Still Employed),Female,Divorced
129,6,4,1,27,14,26,151,1,2021,3,5,5,5.0,1.752,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),3–5 yrs,Low Risk,Needs Improvement,Very High,Excellent,Low Dissatisfaction,Male,Married
130,5,5,3,47,12,30,192,5,2015,9,4,1,,2.71,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,Medium Risk,Outstanding,Very Low,Good,N/A (Still Employed),Male,Married
131,1,3,1,24,16,6,130,2,2017,7,2,3,,3.062,0,Band 3 – Mid-High,11–20 yrs,18–25,Near (≤10 km),6–8 yrs,High Risk,Below Average,Neutral,Poor,N/A (Still Employed),Female,Divorced
132,6,1,2,54,11,17,200,1,2015,9,4,4,,2.584,0,Band 2 – Mid-Low,11–20 yrs,46–55,Medium (11–25 km),9–12 yrs,Medium Risk,Needs Improvement,High,Good,N/A (Still Employed),Male,Married
133,5,5,3,58,9,44,35,5,2016,8,4,4,,1.788,0,Band 3 – Mid-High,6–10 yrs,55+,Far (26–50 km),6–8 yrs,Low Risk,Outstanding,High,Good,N/A (Still Employed),Male,Single
134,6,4,2,55,13,28,42,4,2017,7,4,3,5.0,2.206,0,Band 3 – Mid-High,11–20 yrs,46–55,Far (26–50 km),6–8 yrs,Low Risk,Good,Neutral,Good,Low Dissatisfaction,Male,Single
135,4,2,1,58,1,45,18,4,2016,8,2,2,,3.09,0,Band 1 – Low,0–2 yrs,55+,Far (26–50 km),6–8 yrs,High Risk,Good,Low,Poor,N/A (Still Employed),Non-Binary / Other,Single
136,5,4,3,31,6,10,120,5,2016,8,1,3,,2.77,0,Band 2 – Mid-Low,6–10 yrs,26–35,Near (≤10 km),6–8 yrs,Medium Risk,Outstanding,Neutral,Very Poor,N/A (Still Employed),Female,Single
137,3,6,1,29,15,35,16,1,2017,7,4,5,,2.22,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,Low Risk,Needs Improvement,Very High,Good,N/A (Still Employed),Male,Married
138,5,2,2,50,8,14,186,3,2010,14,2,3,,3.228,0,Band 2 – Mid-Low,6–10 yrs,46–55,Medium (11–25 km),12+ yrs,High Risk,Average,Neutral,Poor,N/A (Still Employed),Non-Binary / Other,Divorced
139,6,5,1,33,9,5,52,2,2024,0,3,5,,1.86,0,Band 2 – Mid-Low,6–10 yrs,26–35,Near (≤10 km),0–2 yrs,Low Risk,Below Average,Very High,Fair,N/A (Still Employed),Female,Single
140,2,1,2,32,3,41,28,2,2018,6,2,1,,3.682,0,Band 1 – Low,3–5 yrs,26–35,Far (26–50 km),6–8 yrs,High Risk,Below Average,Very Low,Poor,N/A (Still Employed),Male,Married
141,5,5,3,35,12,47,43,4,2010,14,4,4,,2.294,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),12+ yrs,Low Risk,Good,High,Good,N/A (Still Employed),Non-Binary / Other,Divorced
142,4,6,2,34,3,18,141,1,2022,2,3,4,,2.486,0,Band 1 – Low,3–5 yrs,26–35,Medium (11–25 km),0–2 yrs,Medium Risk,Needs Improvement,High,Fair,N/A (Still Employed),Female,Divorced
143,5,6,2,30,10,41,145,1,2016,8,3,5,,2.532,0,Band 2 – Mid-Low,6–10 yrs,26–35,Far (26–50 km),6–8 yrs,Medium Risk,Needs Improvement,Very High,Fair,N/A (Still Employed),Non-Binary / Other,Divorced
144,5,4,2,24,17,45,109,2,2011,13,4,2,,3.24,0,Band 4 – High,11–20 yrs,18–25,Far (26–50 km),12+ yrs,High Risk,Below Average,Low,Good,N/A (Still Employed),Female,Divorced
145,4,4,2,49,17,42,118,2,2022,2,5,2,,2.434,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),0–2 yrs,Medium Risk,Below Average,Low,Excellent,N/A (Still Employed),Female,Married
146,3,3,1,27,18,13,100,2,2012,12,4,2,,3.126,0,Band 4 – High,11–20 yrs,26–35,Medium (11–25 km),9–12 yrs,High Risk,Below Average,Low,Good,N/A (Still Employed),Male,Divorced
147,1,3,3,49,3,46,42,2,2019,5,5,5,,1.692,0,Band 1 – Low,3–5 yrs,46–55,Far (26–50 km),3–5 yrs,Low Risk,Below Average,Very High,Excellent,N/A (Still Employed),Male,Married
148,1,2,3,34,9,24,112,5,2024,0,1,2,,2.698,0,Band 3 – Mid-High,6–10 yrs,26–35,Medium (11–25 km),0–2 yrs,Medium Risk,Outstanding,Low,Very Poor,N/A (Still Employed),Male,Single
149,6,6,1,31,8,37,188,5,2014,10,3,2,,2.724,0,Band 3 – Mid-High,6–10 yrs,26–35,Far (26–50 km),9–12 yrs,Medium Risk,Outstanding,Low,Fair,N/A (Still Employed),Male,Single
150,4,4,1,60,4,43,152,5,2022,2,4,2,,2.086,0,Band 2 – Mid-Low,3–5 yrs,55+,Far (26–50 km),0–2 yrs,Low Risk,Outstanding,Low,Good,N/A (Still Employed),Male,Married
151,6,3,1,38,4,42,71,5,2013,11,5,1,,2.584,0,Band 2 – Mid-Low,3–5 yrs,36–45,Far (26–50 km),9–12 yrs,Medium Risk,Outstanding,Very Low,Excellent,N/A (Still Employed),Non-Binary / Other,Married
152,2,6,2,42,3,33,192,3,2019,5,1,1,,3.666,0,Band 1 – Low,3–5 yrs,36–45,Far (26–50 km),3–5 yrs,High Risk,Average,Very Low,Very Poor,N/A (Still Employed),Female,Divorced
153,5,3,3,26,12,39,85,4,2018,6,2,4,,2.378,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,Medium Risk,Good,High,Poor,N/A (Still Employed),Female,Divorced
154,1,5,1,27,2,11,40,2,2015,9,5,3,,2.422,0,Band 1 – Low,0–2 yrs,26–35,Medium (11–25 km),9–12 yrs,Medium Risk,Below Average,Neutral,Excellent,N/A (Still Employed),Male,Married
155,6,2,1,46,18,27,96,3,2012,12,2,5,,2.554,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,Medium Risk,Average,Very High,Poor,N/A (Still Employed),Female,Divorced
156,6,1,3,57,7,10,96,3,2019,5,2,1,,3.37,0,Band 2 – Mid-Low,6–10 yrs,55+,Near (≤10 km),3–5 yrs,High Risk,Average,Very Low,Poor,N/A (Still Employed),Female,Married
157,4,5,3,47,11,21,161,3,2018,6,3,2,,2.892,0,Band 3 – Mid-High,11–20 yrs,46–55,Medium (11–25 km),6–8 yrs,Medium Risk,Average,Low,Fair,N/A (Still Employed),Non-Binary / Other,Divorced
158,2,2,3,57,7,28,165,5,2024,0,3,2,,2.206,0,Band 3 – Mid-High,6–10 yrs,55+,Far (26–50 km),0–2 yrs,Low Risk,Outstanding,Low,Fair,N/A (Still Employed),Female,Married
159,2,2,3,42,11,25,167,4,2019,5,3,3,,2.35,0,Band 3 – Mid-High,11–20 yrs,36–45,Medium (11–25 km),3–5 yrs,Medium Risk,Good,Neutral,Fair,N/A (Still Employed),Female,Married
160,6,5,2,39,9,2,37,1,2024,0,5,2,,2.454,0,Band 2 – Mid-Low,6–10 yrs,36–45,Near (≤10 km),0–2 yrs,Medium Risk,Needs Improvement,Low,Excellent,N/A (Still Employed),Female,Divorced
161,2,3,1,55,10,39,194,4,2014,10,1,3,,3.128,0,Band 3 – Mid-High,6–10 yrs,46–55,Far (26–50 km),9–12 yrs,High Risk,Good,Neutral,Very Poor,N/A (Still Employed),Male,Married
162,2,3,2,51,9,16,21,2,2010,14,5,3,,2.682,0,Band 2 – Mid-Low,6–10 yrs,46–55,Medium (11–25 km),12+ yrs,Medium Risk,Below Average,Neutral,Excellent,N/A (Still Employed),Male,Married
163,4,6,3,22,7,5,28,2,2022,2,5,4,,1.76,0,Band 1 – Low,6–10 yrs,18–25,Near (≤10 km),0–2 yrs,Low Risk,Below Average,High,Excellent,N/A (Still Employed),Female,Single
164,5,1,1,59,20,18,199,5,2023,1,4,5,,1.086,0,Band 4 – High,11–20 yrs,55+,Medium (11–25 km),0–2 yrs,Low Risk,Outstanding,Very High,Good,N/A (Still Employed),Female,Married
165,4,1,3,55,5,8,100,5,2016,8,1,5,,2.166,0,Band 2 – Mid-Low,3–5 yrs,46–55,Near (≤10 km),6–8 yrs,Low Risk,Outstanding,Very High,Very Poor,N/A (Still Employed),Female,Divorced
166,5,2,3,48,18,35,124,1,2012,12,2,5,,2.97,0,Band 3 – Mid-High,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,High Risk,Needs Improvement,Very High,Poor,N/A (Still Employed),Female,Single
167,2,6,1,29,9,8,114,2,2016,8,2,5,,2.516,0,Band 2 – Mid-Low,6–10 yrs,26–35,Near (≤10 km),6–8 yrs,Medium Risk,Below Average,Very High,Poor,N/A (Still Employed),Male,Divorced
168,6,1,2,48,1,44,171,5,2020,4,4,3,,1.888,0,Band 1 – Low,0–2 yrs,46–55,Far (26–50 km),3–5 yrs,Low Risk,Outstanding,Neutral,Good,N/A (Still Employed),Female,Single
169,1,5,1,31,10,36,125,4,2010,14,2,2,,3.372,0,Band 3 – Mid-High,6–10 yrs,26–35,Far (26–50 km),12+ yrs,High Risk,Good,Low,Poor,N/A (Still Employed),Female,Divorced
170,6,6,3,31,10,27,199,1,2017,7,1,3,,3.554,0,Band 2 – Mid-Low,6–10 yrs,26–35,Far (26–50 km),6–8 yrs,High Risk,Needs Improvement,Neutral,Very Poor,N/A (Still Employed),Non-Binary / Other,Single
171,6,1,1,58,12,5,121,1,2022,2,2,4,,2.71,0,Band 2 – Mid-Low,11–20 yrs,55+,Near (≤10 km),0–2 yrs,Medium Risk,Needs Improvement,High,Poor,N/A (Still Employed),Male,Divorced
172,1,4,3,59,13,22,84,2,2022,2,3,3,,2.594,0,Band 3 – Mid-High,11–20 yrs,55+,Medium (11–25 km),0–2 yrs,Medium Risk,Below Average,Neutral,Fair,N/A (Still Employed),Female,Married
173,4,2,3,59,13,41,132,3,2023,1,4,2,,2.432,0,Band 3 – Mid-High,11–20 yrs,55+,Far (26–50 km),0–2 yrs,Medium Risk,Average,Low,Good,N/A (Still Employed),Non-Binary / Other,Married
174,6,4,3,28,19,6,189,5,2018,6,1,5,,2.062,0,Band 4 – High,11–20 yrs,26–35,Near (≤10 km),6–8 yrs,Low Risk,Outstanding,Very High,Very Poor,N/A (Still Employed),Male,Divorced
175,5,2,1,28,1,24,44,1,2017,7,3,1,,3.648,0,Band 1 – Low,0–2 yrs,26–35,Medium (11–25 km),6–8 yrs,High Risk,Needs Improvement,Very Low,Fair,N/A (Still Employed),Female,Single
176,2,2,2,58,16,22,197,4,2023,1,4,4,,1.594,0,Band 4 – High,11–20 yrs,55+,Medium (11–25 km),0–2 yrs,Low Risk,Good,High,Good,N/A (Still Employed),Female,Single
177,2,5,1,28,17,50,56,1,2010,14,2,1,,4.3,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),12+ yrs,High Risk,Needs Improvement,Very Low,Poor,N/A (Still Employed),Male,Married
178,4,3,3,40,5,18,195,4,2011,13,4,2,,2.786,0,Band 2 – Mid-Low,3–5 yrs,36–45,Medium (11–25 km),12+ yrs,Medium Risk,Good,Low,Good,N/A (Still Employed),Female,Married
179,4,1,2,56,13,10,160,3,2010,14,2,2,,3.52,0,Band 3 – Mid-High,11–20 yrs,55+,Near (≤10 km),12+ yrs,High Risk,Average,Low,Poor,N/A (Still Employed),Female,Married
180,4,4,2,44,8,15,140,2,2014,10,3,1,,3.58,0,Band 2 – Mid-Low,6–10 yrs,36–45,Medium (11–25 km),9–12 yrs,High Risk,Below Average,Very Low,Fair,N/A (Still Employed),Female,Single
181,3,1,1,48,8,18,31,3,2023,1,3,2,,2.636,0,Band 2 – Mid-Low,6–10 yrs,46–55,Medium (11–25 km),0–2 yrs,Medium Risk,Average,Low,Fair,N/A (Still Employed),Non-Binary / Other,Single
182,5,2,1,38,7,1,48,2,2020,4,4,1,4.0,3.002,0,Band 1 – Low,6–10 yrs,36–45,Near (≤10 km),3–5 yrs,High Risk,Below Average,Very Low,Good,Low Dissatisfaction,Male,Married
183,3,4,3,46,16,7,11,1,2011,13,4,2,,3.364,0,Band 3 – Mid-High,11–20 yrs,46–55,Near (≤10 km),12+ yrs,High Risk,Needs Improvement,Low,Good,N/A (Still Employed),Female,Married
184,2,4,3,53,8,25,161,3,2015,9,1,2,,3.55,0,Band 2 – Mid-Low,6–10 yrs,46–55,Medium (11–25 km),9–12 yrs,High Risk,Average,Low,Very Poor,N/A (Still Employed),Male,Single
185,6,6,3,58,17,15,161,5,2019,5,3,4,,1.83,0,Band 4 – High,11–20 yrs,55+,Medium (11–25 km),3–5 yrs,Low Risk,Outstanding,High,Fair,N/A (Still Employed),Male,Single
186,3,2,3,60,19,25,104,3,2011,13,4,3,,2.7,0,Band 4 – High,11–20 yrs,55+,Medium (11–25 km),12+ yrs,Medium Risk,Average,Neutral,Good,N/A (Still Employed),Female,Single
187,6,1,2,52,18,7,182,3,2023,1,2,1,,3.164,0,Band 4 – High,11–20 yrs,46–55,Near (≤10 km),0–2 yrs,High Risk,Average,Very Low,Poor,N/A (Still Employed),Female,Divorced
188,1,4,2,24,15,8,176,1,2014,10,2,5,,2.816,0,Band 3 – Mid-High,11–20 yrs,18–25,Near (≤10 km),9–12 yrs,Medium Risk,Needs Improvement,Very High,Poor,N/A (Still Employed),Male,Married
189,2,1,1,33,15,12,126,1,2019,5,4,4,,2.374,0,Band 3 – Mid-High,11–20 yrs,26–35,Medium (11–25 km),3–5 yrs,Medium Risk,Needs Improvement,High,Good,N/A (Still Employed),Male,Married
190,3,4,3,39,11,34,107,2,2017,7,5,4,,2.068,0,Band 2 – Mid-Low,11–20 yrs,36–45,Far (26–50 km),6–8 yrs,Low Risk,Below Average,High,Excellent,N/A (Still Employed),Non-Binary / Other,Single
191,2,3,2,47,3,47,92,4,2021,3,1,3,,2.794,0,Band 1 – Low,3–5 yrs,46–55,Far (26–50 km),3–5 yrs,Medium Risk,Good,Neutral,Very Poor,N/A (Still Employed),Male,Single
192,1,5,1,31,11,20,122,3,2015,9,4,2,,2.79,0,Band 3 – Mid-High,11–20 yrs,26–35,Medium (11–25 km),9–12 yrs,Medium Risk,Average,Low,Good,N/A (Still Employed),Non-Binary / Other,Divorced
193,1,6,3,60,7,38,55,4,2023,1,1,5,,2.076,0,Band 2 – Mid-Low,6–10 yrs,55+,Far (26–50 km),0–2 yrs,Low Risk,Good,Very High,Very Poor,N/A (Still Employed),Male,Single
194,2,2,1,47,14,32,140,3,2010,14,3,4,,2.714,0,Band 3 – Mid-High,11–20 yrs,46–55,Far (26–50 km),12+ yrs,Medium Risk,Average,High,Fair,N/A (Still Employed),Female,Single
195,3,5,3,24,14,7,194,4,2011,13,1,4,,2.914,0,Band 4 – High,11–20 yrs,18–25,Near (≤10 km),12+ yrs,Medium Risk,Good,High,Very Poor,N/A (Still Employed),Male,Divorced
196,5,6,3,47,7,34,160,2,2021,3,4,2,,2.718,0,Band 1 – Low,6–10 yrs,46–55,Far (26–50 km),3–5 yrs,Medium Risk,Below Average,Low,Good,N/A (Still Employed),Non-Binary / Other,Divorced
197,2,1,3,43,15,23,81,1,2019,5,1,4,,3.146,0,Band 3 – Mid-High,11–20 yrs,36–45,Medium (11–25 km),3–5 yrs,High Risk,Needs Improvement,High,Very Poor,N/A (Still Employed),Male,Married
198,6,6,2,37,15,45,34,5,2020,4,2,5,,1.79,0,Band 4 – High,11–20 yrs,36–45,Far (26–50 km),3–5 yrs,Low Risk,Outstanding,Very High,Poor,N/A (Still Employed),Female,Married
199,6,5,1,25,18,37,69,4,2018,6,3,3,,2.424,0,Band 4 – High,11–20 yrs,18–25,Far (26–50 km),6–8 yrs,Medium Risk,Good,Neutral,Fair,N/A (Still Employed),Female,Divorced
200,6,5,3,52,1,19,86,1,2021,3,2,5,,2.488,0,Band 1 – Low,0–2 yrs,46–55,Medium (11–25 km),3–5 yrs,Medium Risk,Needs Improvement,Very High,Poor,N/A (Still Employed),Female,Single
201,6,5,2,39,12,36,136,3,2021,3,5,4,,1.672,0,Band 3 – Mid-High,11–20 yrs,36–45,Far (26–50 km),3–5 yrs,Low Risk,Average,High,Excellent,N/A (Still Employed),Male,Married
202,6,5,1,45,5,18,97,3,2010,14,5,1,,3.086,0,Band 1 – Low,3–5 yrs,36–45,Medium (11–25 km),12+ yrs,High Risk,Average,Very Low,Excellent,N/A (Still Employed),Male,Married
203,1,2,1,23,19,39,22,4,2021,3,4,3,,2.028,0,Band 4 – High,11–20 yrs,18–25,Far (26–50 km),3–5 yrs,Low Risk,Good,Neutral,Good,N/A (Still Employed),Female,Single
204,3,3,2,43,5,7,154,4,2013,11,4,5,,1.764,0,Band 2 – Mid-Low,3–5 yrs,36–45,Near (≤10 km),9–12 yrs,Low Risk,Good,Very High,Good,N/A (Still Employed),Non-Binary / Other,Single
205,3,6,1,41,10,4,142,5,2018,6,1,3,,2.658,0,Band 3 – Mid-High,6–10 yrs,36–45,Near (≤10 km),6–8 yrs,Medium Risk,Outstanding,Neutral,Very Poor,N/A (Still Employed),Male,Single
206,4,3,3,41,1,11,144,2,2012,12,4,3,,2.822,0,Band 1 – Low,0–2 yrs,36–45,Medium (11–25 km),9–12 yrs,Medium Risk,Below Average,Neutral,Good,N/A (Still Employed),Male,Single
207,2,5,2,39,16,21,158,4,2018,6,4,2,,2.442,0,Band 4 – High,11–20 yrs,36–45,Medium (11–25 km),6–8 yrs,Medium Risk,Good,Low,Good,N/A (Still Employed),Non-Binary / Other,Divorced
208,1,3,3,53,12,49,140,3,2021,3,4,3,,2.248,0,Band 3 – Mid-High,11–20 yrs,46–55,Far (26–50 km),3–5 yrs,Low Risk,Average,Neutral,Good,N/A (Still Employed),Female,Divorced
209,1,3,2,28,11,25,119,5,2017,7,1,3,,2.75,0,Band 3 – Mid-High,11–20 yrs,26–35,Medium (11–25 km),6–8 yrs,Medium Risk,Outstanding,Neutral,Very Poor,N/A (Still Employed),Female,Single
210,2,2,3,36,8,12,83,5,2012,12,3,4,5.0,2.174,0,Band 3 – Mid-High,6–10 yrs,36–45,Medium (11–25 km),9–12 yrs,Low Risk,Outstanding,High,Fair,Low Dissatisfaction,Female,Married
211,2,5,3,30,14,23,92,3,2013,11,4,5,,1.996,0,Band 3 – Mid-High,11–20 yrs,26–35,Medium (11–25 km),9–12 yrs,Low Risk,Average,Very High,Good,N/A (Still Employed),Male,Single
212,6,1,3,41,14,48,108,3,2024,0,3,4,,2.046,0,Band 3 – Mid-High,11–20 yrs,36–45,Far (26–50 km),0–2 yrs,Low Risk,Average,High,Fair,N/A (Still Employed),Male,Married
213,1,5,2,50,13,44,91,1,2020,4,1,1,4.0,4.038,1,Band 2 – Mid-Low,11–20 yrs,46–55,Far (26–50 km),3–5 yrs,High Risk,Needs Improvement,Very Low,Very Poor,Low Dissatisfaction,Male,Married
214,1,3,1,42,18,35,55,4,2020,4,5,3,,1.82,0,Band 4 – High,11–20 yrs,36–45,Far (26–50 km),3–5 yrs,Low Risk,Good,Neutral,Excellent,N/A (Still Employed),Male,Divorced
215,2,1,3,39,10,36,46,5,2023,1,4,5,,1.122,0,Band 3 – Mid-High,6–10 yrs,36–45,Far (26–50 km),0–2 yrs,Low Risk,Outstanding,Very High,Good,N/A (Still Employed),Female,Divorced
216,2,6,2,48,11,39,20,4,2012,12,5,3,2.0,2.228,1,Band 3 – Mid-High,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,Low Risk,Good,Neutral,Excellent,High Dissatisfaction,Male,Married
217,3,3,3,60,19,26,198,3,2014,10,3,1,,3.402,0,Band 4 – High,11–20 yrs,55+,Far (26–50 km),9–12 yrs,High Risk,Average,Very Low,Fair,N/A (Still Employed),Male,Married
218,6,3,3,27,1,31,197,1,2020,4,4,3,,2.662,0,Band 1 – Low,0–2 yrs,26–35,Far (26–50 km),3–5 yrs,Medium Risk,Needs Improvement,Neutral,Good,N/A (Still Employed),Female,Single
219,4,4,2,34,19,38,63,5,2014,10,3,4,,2.126,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,Low Risk,Outstanding,High,Fair,N/A (Still Employed),Male,Single
220,6,4,2,50,2,9,120,1,2021,3,5,1,,2.918,0,Band 1 – Low,0–2 yrs,46–55,Near (≤10 km),3–5 yrs,Medium Risk,Needs Improvement,Very Low,Excellent,N/A (Still Employed),Male,Single
221,1,6,1,35,5,17,142,2,2024,0,3,5,,1.884,0,Band 1 – Low,3–5 yrs,26–35,Medium (11–25 km),0–2 yrs,Low Risk,Below Average,Very High,Fair,N/A (Still Employed),Female,Married
222,5,4,2,48,5,1,81,5,2010,14,1,2,,3.352,0,Band 2 – Mid-Low,3–5 yrs,46–55,Near (≤10 km),12+ yrs,High Risk,Outstanding,Low,Very Poor,N/A (Still Employed),Female,Single
223,3,3,3,53,11,44,157,1,2022,2,2,1,,3.688,0,Band 2 – Mid-Low,11–20 yrs,46–55,Far (26–50 km),0–2 yrs,High Risk,Needs Improvement,Very Low,Poor,N/A (Still Employed),Female,Married
224,5,6,2,55,19,33,167,2,2017,7,4,2,2.0,2.916,1,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),6–8 yrs,Medium Risk,Below Average,Low,Good,High Dissatisfaction,Female,Single
225,2,5,2,45,20,46,90,1,2019,5,5,4,,2.192,0,Band 4 – High,11–20 yrs,36–45,Far (26–50 km),3–5 yrs,Low Risk,Needs Improvement,High,Excellent,N/A (Still Employed),Male,Married
226,4,6,3,25,20,10,35,3,2021,3,4,1,,2.77,0,Band 4 – High,11–20 yrs,18–25,Near (≤10 km),3–5 yrs,Medium Risk,Average,Very Low,Good,N/A (Still Employed),Male,Divorced
227,1,5,3,54,19,43,98,4,2013,11,1,1,,3.786,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,High Risk,Good,Very Low,Very Poor,N/A (Still Employed),Female,Divorced
228,4,3,3,32,13,9,82,2,2011,13,2,5,,2.768,0,Band 3 – Mid-High,11–20 yrs,26–35,Near (≤10 km),12+ yrs,Medium Risk,Below Average,Very High,Poor,N/A (Still Employed),Female,Married
229,5,4,3,26,13,10,52,5,2011,13,1,3,,3.02,0,Band 4 – High,11–20 yrs,26–35,Near (≤10 km),12+ yrs,High Risk,Outstanding,Neutral,Very Poor,N/A (Still Employed),Male,Divorced
230,5,3,3,41,7,25,40,4,2010,14,3,2,,3.1,0,Band 2 – Mid-Low,6–10 yrs,36–45,Medium (11–25 km),12+ yrs,High Risk,Good,Low,Fair,N/A (Still Employed),Female,Married
231,6,6,2,54,13,37,83,1,2012,12,5,3,,2.824,0,Band 2 – Mid-Low,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,Medium Risk,Needs Improvement,Neutral,Excellent,N/A (Still Employed),Non-Binary / Other,Divorced
232,3,5,2,47,3,48,80,2,2019,5,3,3,,2.796,0,Band 1 – Low,3–5 yrs,46–55,Far (26–50 km),3–5 yrs,Medium Risk,Below Average,Neutral,Fair,N/A (Still Employed),Male,Divorced
233,6,5,2,30,18,18,134,4,2024,0,2,4,,2.036,0,Band 4 – High,11–20 yrs,26–35,Medium (11–25 km),0–2 yrs,Low Risk,Good,High,Poor,N/A (Still Employed),Female,Divorced
234,5,6,2,55,13,4,122,4,2011,13,5,4,,1.908,0,Band 3 – Mid-High,11–20 yrs,46–55,Near (≤10 km),12+ yrs,Low Risk,Good,High,Excellent,N/A (Still Employed),Male,Divorced
235,2,2,2,58,7,47,67,1,2018,6,5,5,3.0,1.944,0,Band 1 – Low,6–10 yrs,55+,Far (26–50 km),6–8 yrs,Low Risk,Needs Improvement,Very High,Excellent,Moderate Dissatisfaction,Female,Single
236,3,5,3,23,16,41,53,3,2011,13,4,1,,3.332,0,Band 4 – High,11–20 yrs,18–25,Far (26–50 km),12+ yrs,High Risk,Average,Very Low,Good,N/A (Still Employed),Male,Single
237,5,2,2,33,4,24,83,4,2013,11,4,5,1.0,1.798,0,Band 1 – Low,3–5 yrs,26–35,Medium (11–25 km),9–12 yrs,Low Risk,Good,Very High,Good,High Dissatisfaction,Female,Single
238,6,3,3,34,11,46,76,4,2013,11,1,2,,3.492,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,High Risk,Good,Low,Very Poor,N/A (Still Employed),Male,Divorced
239,4,5,3,34,19,50,165,5,2011,13,4,4,,2.05,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),12+ yrs,Low Risk,Outstanding,High,Good,N/A (Still Employed),Female,Divorced
240,3,2,3,25,15,16,37,4,2017,7,3,5,,1.832,0,Band 4 – High,11–20 yrs,18–25,Medium (11–25 km),6–8 yrs,Low Risk,Good,Very High,Fair,N/A (Still Employed),Female,Divorced
241,3,5,2,37,10,44,69,1,2010,14,1,2,1.0,4.238,0,Band 2 – Mid-Low,6–10 yrs,36–45,Far (26–50 km),12+ yrs,High Risk,Needs Improvement,Low,Very Poor,High Dissatisfaction,Non-Binary / Other,Single
242,2,2,2,24,3,39,180,1,2023,1,1,2,3.0,3.578,0,Band 1 – Low,3–5 yrs,18–25,Far (26–50 km),0–2 yrs,High Risk,Needs Improvement,Low,Very Poor,Moderate Dissatisfaction,Female,Divorced
243,2,5,1,51,6,27,81,2,2018,6,4,2,2.0,2.854,0,Band 1 – Low,6–10 yrs,46–55,Far (26–50 km),6–8 yrs,Medium Risk,Below Average,Low,Good,High Dissatisfaction,Female,Divorced
244,4,5,1,25,4,46,46,1,2017,7,4,1,,3.442,0,Band 1 – Low,3–5 yrs,18–25,Far (26–50 km),6–8 yrs,High Risk,Needs Improvement,Very Low,Good,N/A (Still Employed),Male,Single
245,4,1,2,45,18,30,34,4,2016,8,3,2,,2.81,0,Band 4 – High,11–20 yrs,36–45,Far (26–50 km),6–8 yrs,Medium Risk,Good,Low,Fair,N/A (Still Employed),Male,Single
246,3,3,3,34,6,12,62,4,2010,14,1,3,,3.274,0,Band 2 – Mid-Low,6–10 yrs,26–35,Medium (11–25 km),12+ yrs,High Risk,Good,Neutral,Very Poor,N/A (Still Employed),Male,Married
